Date,ratio_mvrv,ratio_met,ratio_nvt,ratio_stf
2016-04-14,1.3637162170671555,13972947219.778324,8.121538503808745,426.984239019198
2016-04-15,1.378015913145036,15216309121.417128,7.464713544180646,427.303665687251
2016-04-16,1.386536688618254,16348216332.098402,6.3895152858089554,427.333785927799
2016-04-17,1.3723213784445412,138596603012.60358,7.725084334762169,427.413604403186
2016-04-18,1.374234510775776,13870152695.035498,7.865104361505413,428.033955153582
2016-04-19,1.396136002132045,14055485478.998577,7.2510239127423235,428.511949187134
2016-04-20,1.413297706671628,14696577594.475721,7.007448720942653,428.609103543151
2016-04-21,1.4411646399698994,14620858875.675524,6.070514694734805,429.011476668667
2016-04-22,1.4283220188268824,15742706561.899002,6.583215272418467,429.027585653
2016-04-23,1.4511184054760329,16208366288.318903,8.05383569078028,428.863070057122
2016-04-24,1.4707406779593548,15632265504.470968,9.12463077799206,430.004167906992
2016-04-25,1.4749131294340494,14521674451.910027,6.813702433920357,430.767907284912
2016-04-26,1.4883556352479257,13851470876.845816,6.190539814368825,430.77736384331
2016-04-27,1.4084866692469071,14583543771.528011,6.978522418287019,431.73178058162
2016-04-28,1.4310941031713016,15188690903.078264,6.609258510014413,431.859055798966
2016-04-29,1.4483411418639158,13714494654.110489,7.394962787710561,431.622358247004
2016-04-30,1.4347994766776797,15948376276.730593,8.960548368978198,432.040562525797
2016-05-01,1.4364721153935358,16332776005.726982,9.038588830231223,432.217880939744
2016-05-02,1.4091996360998138,14285131333.424442,7.184521298789822,432.189295470902
2016-05-03,1.4269680059910992,15016119628.072285,7.625578965509158,431.961341649983
2016-05-04,1.4153657092318348,13916775463.061676,7.689647926909363,432.036853195429
2016-05-05,1.4187287294469393,15215238630.074944,7.888841103574057,432.582891165859
2016-05-06,1.453944597968413,15727803740.173538,7.644735704277201,432.434965043599
2016-05-07,1.453716080761169,17079681661.40306,8.892127519666866,432.810471945477
2016-05-08,1.4543714005344908,16278756931.31459,10.481770805714303,432.203491939305
2016-05-09,1.4606644119575318,148200413.44799474,8.906984008212405,431.526686125879
2016-05-10,1.423771823276308,14168397823.712961,7.88346042539241,431.921063434638
2016-05-11,1.4294920743275117,14969434348.757795,6.790708572940727,432.700580763186
2016-05-12,1.4324281555466558,15608820979.810678,7.414501266202671,433.654964876138
2016-05-13,1.4383184916319864,15495630041.241198,6.804720987332164,434.088803270995
2016-05-14,1.439965788436288,15524273057.94544,9.107416666167166,434.529358672729
2016-05-15,1.4473398425569817,16897980185.758986,8.367778043721817,434.692980416127
2016-05-16,1.427212861478743,13816589881.028427,6.573221921575272,435.84245890985
2016-05-17,1.4200527110693577,14715657076.092245,6.737929652560412,436.277014046787
2016-05-18,1.4227930055058935,13857620678.722244,7.773968919774696,436.051124279832
2016-05-19,1.3709769575670994,14814188869.489012,7.391942304404143,437.017981442876
2016-05-20,1.3913069721880156,15595726046.190186,9.688781442953104,437.553607826547
2016-05-21,1.3928088931146068,13793504052.89966,12.538317423056345,437.829466380792
2016-05-22,1.3779758923439405,1541593590.3576224,13.230331398445037,436.377090737434
2016-05-23,1.3897481786884784,1342868714.0025117,9.629005457770612,435.927563940263
2016-05-24,1.3914172860476477,13468255608.010063,8.328302856062852,436.137767139718
2016-05-25,1.4077926813010766,14293951137.110857,5.613717529630827,436.643822981913
2016-05-26,1.4155181869744762,15384712127.246494,5.143822936383346,437.063111676883
2016-05-27,1.4613695187406814,13856814990.087685,4.272867163434508,437.22686718203
2016-05-28,1.619354494388592,16943446950.32652,4.867750055143622,438.120826894023
2016-05-29,1.610578010983985,19054777353.61151,7.52196243794281,438.198337883544
2016-05-30,1.6338075116428146,15129331913.412573,9.235988597319704,438.668188605176
2016-05-31,1.6285445196277155,17365496072.116383,7.513182586528259,439.122237872948
2016-06-01,1.6353512573943845,16426232119.541063,8.976596039413106,439.670623288542
2016-06-02,1.6393026484249344,17564340471.979637,8.369050467029489,440.126645799122
2016-06-03,1.7324405033580443,17954067123.275482,10.510344435872067,440.459200036845
2016-06-04,1.7407605223875255,20044463417.510735,13.55199028019934,441.270293175108
2016-06-05,1.7390152383196615,1937691329.475777,11.069688432444282,441.916544242427
2016-06-06,1.7656623300677932,17897219493.279556,10.02438186675538,441.783320235278
2016-06-07,1.7413481083057682,17692592313.38798,9.180835359685428,442.596158706043
2016-06-08,1.7524715018059602,1890221701.3377342,9.450481871752125,443.150902426461
2016-06-09,1.7319262750895574,17186713935.499596,9.16716265353,443.678715652521
2016-06-10,1.7372248468423248,17925063398.183826,8.143654463633442,443.802240552248
2016-06-11,1.816018627371149,20382902056.361794,9.949704087614924,443.821257008873
2016-06-12,1.991887191097547,2021632060.4565988,6.463907446305619,444.54449360186
2016-06-13,2.068029382981373,19126764548.196495,6.876530839418304,444.603134870179
2016-06-14,2.00160397541654,20370045820.202034,8.115728810117576,445.264626183882
2016-06-15,2.026003985714035,18375191664.8544,8.39895748841488,444.731721718753
2016-06-16,2.202997204347658,20678502715.244514,7.157600919153557,445.355201411327
2016-06-17,2.145720244098409,2013206152.0250053,7.279289368515774,445.925236937522
2016-06-18,2.149880723068429,2113173622.290572,8.628561210332302,446.030256098782
2016-06-19,2.1731673806393683,23370864505.307987,9.948883076818374,445.316589632396
2016-06-20,2.0202575256894537,19915406323.58568,7.717937252445279,444.652772086132
2016-06-21,1.8831481158758308,17665814258.54254,6.937897399394195,445.140071524402
2016-06-22,1.6899859988805723,17152133413.441813,7.1708501779193785,445.766361439182
2016-06-23,1.7787832080685368,17947143799.326775,6.017253144692471,446.557247661512
2016-06-24,1.884840029332684,19135641922.8571,6.684966564334114,447.511836152889
2016-06-25,1.8747768156386888,1973074510.041155,9.823777591511025,447.708587374767
2016-06-26,1.7863400953928017,19841056304.252396,11.752129568161422,447.619519416549
2016-06-27,1.8492441892650096,21344276321.173546,9.696723977804146,447.832250272262
2016-06-28,1.8218178271879968,18814240065.155674,10.92706918159603,447.993129254161
2016-06-29,1.7917112631810883,21476407733.917534,11.374721832966944,448.339484634578
2016-06-30,1.8863331973475872,20854964511.44741,10.291379340018436,448.314869324471
2016-07-01,1.8966599906022827,21532051768.69689,10.000661377509305,448.684333692865
2016-07-02,1.9635855520633128,24790165169.437675,10.66623410499566,449.393321807203
2016-07-03,1.8465337236294133,2422619828.325145,12.119477101940584,449.73358055238
2016-07-04,1.90003270738317,21254779167.82528,8.484560773278817,449.874992015888
2016-07-05,1.863724576518912,21593275753.941578,10.022783390700273,451.232808166846
2016-07-06,1.882177664986601,22906069235.235615,10.816387495168485,451.42836567041
2016-07-07,1.7826802714687264,21585285343.15901,7.26163256115145,452.440379986808
2016-07-08,1.8503223790697436,22637797400.912823,9.794970176149995,452.484082551961
2016-07-09,1.824263484234734,23626131980.644352,11.775083085581269,453.605340675146
2016-07-10,1.80579726689082,25654921862.561264,14.599057253267803,455.743926151258
2016-07-11,1.8026784858708176,20817893580.723743,10.851356569953056,457.696701973206
2016-07-12,1.8395500158332307,21989295288.838238,10.093283913556824,460.024735495554
2016-07-13,1.81006053995995,2280417593.1864686,11.132060325367853,462.433962610718
2016-07-14,1.823163831407121,21903472642.276638,12.48375999875639,464.960317922151
2016-07-15,1.8388420416171325,2321073220.7335296,7.280168894226823,467.037684979593
2016-07-16,1.8290657292645145,22353235842.36321,12.084271936590852,469.213585385274
2016-07-17,1.871173854363504,24685930237.73327,10.209971422604127,471.565191432038
2016-07-18,1.8563370625949045,2143518719.5027702,11.220815783026048,474.032262088806
2016-07-19,1.8507521546733143,22670323898.19196,10.746305320580058,476.899752561091
2016-07-20,1.8314062563669384,22032240421.09567,10.606321481678354,478.635869227467
2016-07-21,1.8306050641140412,2358514467.4536624,11.19495268355724,481.411315451346
2016-07-22,1.791556249372746,22030136049.364384,10.570027961855596,483.842014863525
2016-07-23,1.8037336425283428,2319297521.658989,14.03620198288578,487.135757353818
2016-07-24,1.809189925850249,24041766051.605034,11.50579437555805,490.097898301213
2016-07-25,1.7962062284239295,20780096185.87526,13.269380826507671,492.678662820684
2016-07-26,1.7883031733463928,20342865504.61586,9.522287975743968,495.458866805012
2016-07-27,1.793375313219013,2172722667.9939446,8.934721451266856,497.868977989354
2016-07-28,1.7875097563513875,20882830047.147125,9.723626522229802,500.680405472889
2016-07-29,1.7927076679053389,22295971068.394695,10.794803915675432,502.787720624478
2016-07-30,1.7856827935133637,2295435052.717482,19.250259410435326,505.84726029759
2016-07-31,1.7091504654450818,20107651631.962975,13.00271106826473,508.549906213058
2016-08-01,1.6463321782940887,18458165592.00619,13.301993684859294,511.156715373469
2016-08-02,1.4815447032800793,15884799151.030594,6.235913099566418,513.959531315421
2016-08-03,1.5639456314695317,1742384053.6985807,10.430143555432446,515.920675955204
2016-08-04,1.6002346947458612,18900663605.190407,7.4163128139034225,517.986193827959
2016-08-05,1.5848794191765254,1916798104.8931968,9.576755681234337,520.151206271885
2016-08-06,1.6178608166108694,21952255306.01303,16.319373996887716,522.174377477269
2016-08-07,1.627031557083861,20980606906.8648,15.384860374225154,525.276214686361
2016-08-08,1.6195839845607043,1761178773.50541,14.22967696940684,527.765152378162
2016-08-09,1.6047864231492308,18861315710.780518,10.09051485758239,531.479659977829
2016-08-10,1.6252895925329585,17653804867.409496,10.249422106724218,534.638707177128
2016-08-11,1.6074358384637288,17460651391.94775,11.951203659556391,536.605090182347
2016-08-12,1.6097114580505822,18917216645.367184,11.21470247530514,539.317516159883
2016-08-13,1.6037446580878607,20338624763.931927,15.277545207064971,541.653466396281
2016-08-14,1.5688721279525633,19867016239.211224,15.792953024358631,543.82811999397
2016-08-15,1.5552031579889272,17927973624.62321,10.560774686408063,546.319137133388
2016-08-16,1.5845582663639664,17026877487.198296,8.649268889894708,549.317332819071
2016-08-17,1.5724012224081387,17341407720.879215,11.28238095608206,552.317441763891
2016-08-18,1.571199108129381,17158608936.557316,9.354962847550915,555.369153397897
2016-08-19,1.571041034642793,178445389.67304254,10.641845303471207,558.226353556741
2016-08-20,1.5872610609718851,18545859804.78978,10.045914862627097,561.628200118114
2016-08-21,1.585617561537053,2055716388.8754618,16.56861115190879,564.667679795288
2016-08-22,1.5969238170524716,17567871529.310356,9.747827296865037,566.931127268256
2016-08-23,1.5902776788309805,1798657770.4565206,9.161793449849991,570.16504113
2016-08-24,1.581492786401081,17833608843.48406,8.821562265252751,572.594496888073
2016-08-25,1.570388597659247,18625878205.452858,9.213701028736583,576.383490228171
2016-08-26,1.578116843740141,18950742247.722702,9.262165206228453,579.264966565507
2016-08-27,1.5528930804390566,19768979520.362846,13.457941135966369,582.639374273777
2016-08-28,1.5681757857389391,21286022035.13325,15.984444824252602,586.090002058214
2016-08-29,1.562702924292721,18146451769.105217,12.268868294761974,589.234001374962
2016-08-30,1.5681845634950171,16603393459.651833,12.312874975923153,592.404886778645
2016-08-31,1.5558016455169037,18176790577.006317,11.470232894691668,596.014971060922
2016-09-01,1.5594831003954486,18653940922.068123,12.091158980858076,599.781112167707
2016-09-02,1.5659063658951828,19082233565.01585,13.520141280634345,602.786474060875
2016-09-03,1.6296775649274422,2042707140.9626927,14.539790430576485,606.702360471735
2016-09-04,1.662608386166692,22082980559.16533,20.491467551112,609.313732458204
2016-09-05,1.6470799184514422,1773409595.9044938,11.96181738530574,612.538287716685
2016-09-06,1.657123062471289,18637738504.94103,13.0611785695023,616.184627377113
2016-09-07,1.668567906199655,18552908141.262016,13.329270388049018,618.90185636026
2016-09-08,1.6999557247868586,1988800307.5080364,13.102313787569235,622.320945972413
2016-09-09,1.6847939196051351,20077348291.682854,11.844888492148426,626.717027682509
2016-09-10,1.686593674918879,22170816284.693104,16.024117229584824,630.356884295986
2016-09-11,1.6399266718065673,20977175305.15372,16.439233720149016,632.87852888597
2016-09-12,1.6425451679869474,18879016593.959885,13.140306659921968,636.110484245639
2016-09-13,1.6434507187882603,18204419116.493988,12.218184557529804,639.366606146918
2016-09-14,1.643852058838988,19657453121.68281,13.290559462303223,643.16480864186
2016-09-15,1.63401201926217,19435265793.207188,15.451242538859868,646.251052874415
2016-09-16,1.6394750859803473,2033363931.2203708,11.204833568271232,649.742244476916
2016-09-17,1.636749405106633,1891759404.4624639,18.75671288726523,652.906421409699
2016-09-18,1.6471153472796225,20934328244.891068,17.925929314289476,655.482963091524
2016-09-19,1.6400878986982337,19132562131.034775,14.353814201237704,658.448707072784
2016-09-20,1.6330155167110811,18071735118.42946,10.288035582783555,661.241868908748
2016-09-21,1.6057952680953114,18428141161.784878,12.316509840546054,664.862791838639
2016-09-22,1.6024034471930777,19048633109.79389,9.806516125579206,669.071887356807
2016-09-23,1.618836261811487,19553876344.507057,11.199583255954032,672.598482144357
2016-09-24,1.6175094204302782,20157513924.970127,15.64182717359551,676.618622504925
2016-09-25,1.6147760508905402,20489322406.354477,12.460029872763874,679.480910070539
2016-09-26,1.6291424361562523,17839870960.84408,8.58701311699443,683.132210800091
2016-09-27,1.6240286254004768,17501376977.208935,13.250424753804904,686.227285871986
2016-09-28,1.624361622835114,17587050307.561478,7.749750682592126,691.209697589236
2016-09-29,1.6265357152839766,1741901897.7659583,11.791571374050683,695.110469473277
2016-09-30,1.6345102363509558,17309298926.00612,8.132240608986756,699.108720638663
2016-10-01,1.6512666803735014,19644019453.188534,13.489372692379671,702.274430843829
2016-10-02,1.6394920857340074,21032704419.703556,16.79625785733362,706.152726293859
2016-10-03,1.6421056326363637,15505676640.002401,9.9637850913118,710.224403763484
2016-10-04,1.629755472733414,16116837531.879833,10.784726834361068,714.167501748849
2016-10-05,1.6369354750080798,16625631264.871275,9.517172859342809,717.389103762106
2016-10-06,1.6352174719019812,15661343323.786633,8.793022167425969,720.318156050366
2016-10-07,1.651481147966486,17034386012.491463,8.891505820227021,724.025321614724
2016-10-08,1.6540834137953302,17937268180.67297,8.35335941049236,726.451311717146
2016-10-09,1.6446795836009247,1922382013.6523523,6.634500001981742,730.814717076541
2016-10-10,1.649939457725762,19130720838.10248,7.510403229219483,735.34062481552
2016-10-11,1.7113674869958726,16998945897.659025,7.015918469895942,739.34196221845
2016-10-12,1.6911850804839272,18587767031.14618,7.091012015392761,742.993135248109
2016-10-13,1.688882157887788,18478445035.532738,13.896669796780028,747.831328780913
2016-10-14,1.6951965093835688,19109421770.151466,9.145340955001526,753.252436022982
2016-10-15,1.6909418510236127,20232559361.719494,5.368848524631957,757.409670325083
2016-10-16,1.6999138428774443,21156765406.371307,7.57434756710267,761.463286324622
2016-10-17,1.6913107155088365,18476576456.663486,10.522521503778965,766.151642883134
2016-10-18,1.6813936956552484,17208617978.364716,7.722834618304962,771.212699634952
2016-10-19,1.6631313329166395,21788676973.80425,9.60319683475494,775.048366672357
2016-10-20,1.6627058755070103,1605505715.0641227,7.553416097415609,779.559777532985
2016-10-21,1.6654103847251465,17201257183.826504,5.531119370576083,783.561277548137
2016-10-22,1.722233318609198,19837363789.5575,15.292367701149232,788.028867297778
2016-10-23,1.7153191877846312,19738810728.00036,9.958051784233874,792.433074461144
2016-10-24,1.7097191182479403,1778766410.7218676,4.752655073960224,797.460037815902
2016-10-25,1.7176276510096546,16843115139.640305,5.713014146114142,803.146263607906
2016-10-26,1.7710068801128396,1751702448.6941593,8.400598571528926,807.931154978974
2016-10-27,1.8010238657759807,15196788456.73935,5.113351119840302,811.64780905092
2016-10-28,1.8013640990102897,19265060542.109665,12.8984492518432,816.353480433541
2016-10-29,1.864004296908488,21033732040.191597,12.923081902862805,822.350987080731
2016-10-30,1.8198727004792248,23565926929.458874,14.041668911398489,826.460624052333
2016-10-31,1.81540778897155,1918711177.4061682,10.75392534172257,831.531296430166
2016-11-01,1.895960182849661,19339250158.697758,10.416116157180957,836.724382558195
2016-11-02,1.925239446579497,20257247304.52377,3.586427484585173,842.387542511494
2016-11-03,1.7825222999725931,18512816817.794785,2.500864487100572,847.478311192792
2016-11-04,1.8230151767998872,20531143728.72424,2.908932080962386,853.162033399166
2016-11-05,1.8256137546005784,2026404659.8996878,2.889540075597905,857.942680944352
2016-11-06,1.8521810988902463,22015329045.849354,3.1821956323722094,863.021906332373
2016-11-07,1.8165484721712957,17866402302.350758,3.9307616742560936,867.522771158745
2016-11-08,1.833460466312496,17131937506.838482,5.1182412756580025,872.014111105096
2016-11-09,1.855944711017092,18746999055.1077,6.822882915195224,876.991410995433
2016-11-10,1.833841855805964,18636967197.460472,10.498129995966076,882.797132233754
2016-11-11,1.8405925218883348,20544706365.722656,14.139733499196936,888.346295660347
2016-11-12,1.8077792744897423,19684346262.43651,20.116790756031158,893.722623114142
2016-11-13,1.803098858544057,20824041222.607574,17.91636757444429,898.744421526165
2016-11-14,1.80800783352294,17805273399.283752,13.459938954524077,904.07697289113
2016-11-15,1.824473671871663,17439578554.110897,10.99918516322238,910.815469693367
2016-11-16,1.88348443747548,19144716526.537888,9.84785753817514,915.526150673253
2016-11-17,1.8607311092822143,18618973915.473846,12.365618483638656,920.916095416715
2016-11-18,1.903701471511707,19141447869.979134,13.355842700972303,925.529625210105
2016-11-19,1.90764485695172,20753979542.72351,16.871589997346867,932.502575565705
2016-11-20,1.853602683338369,20152377070.807545,16.535711436480227,940.482983103176
2016-11-21,1.8686066383569293,19334960591.893246,12.225728025028856,948.050025366633
2016-11-22,1.8946486432019525,19652133010.79822,11.733807750874533,955.217594504345
2016-11-23,1.8759621601753829,18367120081.427845,11.21942688938899,961.517911958016
2016-11-24,1.8570449891606997,16064191044.755304,9.964539388566,966.788435722193
2016-11-25,1.8613374500309363,17349541962.75543,12.819663579372572,974.477253065776
2016-11-26,1.8425928906798696,17662684234.95735,16.833067697164427,979.039534850264
2016-11-27,1.8310175712554304,20407770487.855,21.72681896360905,985.492999027051
2016-11-28,1.8318248889705837,16490506478.69884,13.842277378479118,990.934281994355
2016-11-29,1.8359098936363347,1803933203.390298,13.503300039330282,997.915069574397
2016-11-30,1.8593505370234813,1866983327.3735075,13.803360486020926,1005.58516576738
2016-12-01,1.8831750521680235,20244057902.899364,13.059036534597004,1012.72664648207
2016-12-02,1.9196780812987824,16837530001.667192,10.236331738998787,1018.56837228967
2016-12-03,1.8977345869365303,1745832116.511452,17.37382843463283,1024.26273937878
2016-12-04,1.892329894534886,19016125433.909294,21.12600215277696,1032.60071597111
2016-12-05,1.8579402284534272,17982875492.24555,10.819395325491898,1039.60546152243
2016-12-06,1.875150903839489,16263637946.413818,11.299039594644013,1045.78346605989
2016-12-07,1.886389397509699,15975892501.621737,12.450477765460969,1053.36962352364
2016-12-08,1.8880844020644592,18873913804.384403,13.596594703608504,1061.09702038515
2016-12-09,1.8994541579927415,20113312537.57454,13.094748402520654,1073.70048192771
2016-12-10,1.90357102109976,20922579295.75746,16.937541008424077,1081.91812701927
2016-12-11,1.887478392562414,21715274991.433872,19.42570818531184,1088.23280942205
2016-12-12,1.906581067045349,19595182755.189323,12.56609723288097,1094.11696382465
2016-12-13,1.901050936755206,18784848235.706116,12.65969212941143,1103.70260937112
2016-12-14,1.899665628869951,2013544514.7177346,11.448572980443052,1113.92399284814
2016-12-15,1.8935631565625504,20360200888.800713,9.083024027792018,1123.00000285274
2016-12-16,1.902677788506324,19648406003.25435,9.917828863967411,1131.2150662403
2016-12-17,1.919617091148958,21645095366.29416,15.174272781802609,1140.30118884455
2016-12-18,1.920544824660913,2246061750.495702,14.979579174395155,1148.5222797067
2016-12-19,1.9200064929402936,19257401475.15644,12.5565855723893,1157.12407986019
2016-12-20,1.9366194990918943,19704602995.785915,11.204690923159257,1164.89171490322
2016-12-21,2.01039098291983,18999082425.496677,6.571222172619302,1171.91384390616
2016-12-22,2.0587240188022147,20157888315.712715,9.410511592943545,1179.64261005363
2016-12-23,2.183811476679189,22309133619.32279,8.368925519739635,1185.95384117242
2016-12-24,2.12270771431428,26024785158.91109,14.745323416765746,1195.24423541962
2016-12-25,2.125954172862955,30539196034.300644,19.63265027093225,1204.24163002037
2016-12-26,2.1356593500173227,24543751042.560966,14.351560062053318,1217.66194522964
2016-12-27,2.190114863160677,23019383399.122696,12.540456245653468,1225.32195288345
2016-12-28,2.296090114375812,23807312703.30884,11.993004007167146,1233.4655289648
2016-12-29,2.265630386505297,23828157526.02514,12.08882674696241,1242.92599307842
2016-12-30,2.2349029866744115,24048491427.686157,10.28194458462034,1249.83433268661
2016-12-31,2.247095075250303,27200344022.96446,16.22415637312554,1256.50610445329
2017-01-01,2.305551625915278,34555146754.44079,19.14632069694068,1263.86247801628
2017-01-02,2.334918870222699,231697330.48617005,13.588813745380142,1271.12939760801
2017-01-03,2.3459135398244992,25174561775.681877,10.336430605556917,1281.940049598
2017-01-04,2.5383392461317538,25892834300.131313,9.308884295034828,1290.8870452819
2017-01-05,2.2456872562025945,24782427760.062862,7.402860880063478,1298.8619204149
2017-01-06,2.0037780740384896,20048257369.092144,8.857885856213121,1306.49637196178
2017-01-07,2.0339661222543546,22576711053.58642,11.771554480134746,1318.13142507249
2017-01-08,2.062145553913409,2479146075.1155934,18.385540353737305,1326.03935095516
2017-01-09,2.019084579223014,23738997363.765667,11.227782472088284,1338.21748709325
2017-01-10,2.0248654006625446,20779363879.360435,11.089742112966636,1348.74236354535
2017-01-11,1.768085094197579,19895917508.934795,4.9008383706462295,1359.73756602842
2017-01-12,1.819922100655688,20932687457.840916,7.29539056955953,1367.35945189932
2017-01-13,1.8563263174345164,2253776059.4314957,9.353990316238573,1374.49619828884
2017-01-14,1.8503971613389087,22397622551.72408,18.634820810946017,1379.25192463844
2017-01-15,1.8584769269428727,24181737210.31887,17.0249088020288,1386.58891037231
2017-01-16,1.8665462316745256,21204122806.556717,12.494148621319225,1394.90757092145
2017-01-17,2.0260427600435102,2221477836.676302,10.825499657533856,1406.45679312393
2017-01-18,1.9826769650412777,21998870729.957764,12.820142727963868,1413.84967748261
2017-01-19,2.013590305690581,21209659461.37309,13.87258282690452,1422.21594357356
2017-01-20,1.9949444276586783,2175368887.695976,13.926162261608615,1428.01812865036
2017-01-21,2.0559011968722576,23378007534.248383,18.1828577045362,1438.98194906845
2017-01-22,2.0573439025610063,26442740531.124355,20.170730634225396,1450.8142033917
2017-01-23,2.0364061926044226,23859039053.560616,14.882948084336997,1463.85325412486
2017-01-24,1.963143895509856,19761721516.24415,12.305171322607196,1475.28316417902
