timestamp,bitcoin-aggregate-security-spend-thermocap-usd,bitcoin-balanced-price-usd,bitcoin-block-height,bitcoin-circulating-supply-btc,bitcoin-cumulative-value-days-destroyed-cvdd,bitcoin-delta-cap-usd,bitcoin-investor-capitalization,bitcoin-market-cap-usd,bitcoin-market-value-to-realized-value-ratio-mvrv,bitcoin-median-value-of-created-utxos-btc,bitcoin-median-value-of-spent-utxos-btc,bitcoin-mining-difficulty,bitcoin-mvrv-z-score,bitcoin-number-of-addresses-with-balance-0-1,bitcoin-number-of-addresses-with-balance-0-01,bitcoin-number-of-addresses-with-balance-1,bitcoin-number-of-addresses-with-balance-1k,bitcoin-number-of-addresses-with-balance-10,bitcoin-number-of-addresses-with-balance-10k,bitcoin-number-of-addresses-with-balance-100,bitcoin-number-of-addresses,bitcoin-number-of-utxos-in-profit,bitcoin-percent-of-supply-last-active-3-years-ago,bitcoin-price-drawdown-from-ath,bitcoin-realized-cap-usd,bitcoin-realized-price-usd,bitcoin-relative-unrealized-profit,bitcoin-stock-to-flow-ratio-usd,bitcoin-total-supply-last-active-3y-5y-btc,bitcoin-total-supply-last-active-5y-7y-btc
2016-02-01,1550249842.8609767,231.59080146662683,396209.0,15155250.0,175.660431530674,2119089202.6414127,3013529240.250164,5628213121.637697,1.2332352243923537,0.04512592,0.122506,5.1553927252669e+20,0.367146555215532,1137107.0,2370283.0,460058.0,1773.0,137587.0,107.0,17161.0,123048042.0,24390925.0,0.235806841497188,-0.6805804165030646,4563779083.11114,301.1351896610838,0.361989737804445,409.498803121752,1519519.62166643,1934927.01293391
2016-02-02,1551928290.2217772,231.49090044793596,396389.0,15159750.0,175.688522146544,2117202142.4233484,3011547020.7230835,5654014761.436119,1.2389712611955523,0.02406,0.0651,5.1553927252669e+20,0.379026560622031,1036296.0,2271416.0,465642.0,1774.0,138488.0,109.0,17186.0,123370902.0,24502500.0,0.235923185043943,-0.6792113394382423,4563475310.94486,301.02576302015933,0.362603749353476,409.407664881493,1521469.94153609,1931099.54293391
2016-02-03,1553589265.510291,231.30941927590223,396568.0,15164225.0,175.706465676367,2114044259.763932,3008277607.067029,5588546192.446923,1.2250568349640505,0.02608,0.023648,5.1553927252669e+20,0.356785488829506,1039977.0,2183667.0,467275.0,1772.0,139186.0,109.0,17156.0,123618464.0,24160095.0,0.235973454094351,-0.6830193622501377,4561866872.57732,300.8308616218317,0.359738605205881,408.535798448055,1522312.97432501,1927574.55758898
2016-02-04,1555174202.660331,231.46843942116007,396736.0,15168425.0,175.81047542961,2116356995.2916205,3010700313.1442394,5886790335.223912,1.289301822651291,0.03623718,0.02646,5.1553927252669e+20,0.459864580932992,1050120.0,2202905.0,470124.0,1765.0,139057.0,110.0,17133.0,123866775.0,26504035.0,0.236290425502168,-0.666195498371377,4565874515.80457,301.0117738528931,0.372828696366714,408.71712259015,1526906.94985882,1924229.62758898
2016-02-05,1556990247.163106,231.5213260130325,396924.0,15173125.0,175.889778420276,2117060133.8278856,3011250443.120044,5825480483.410717,1.2752131243438578,0.03391274,0.03278713,5.1553927252669e+20,0.436767531173869,1060242.0,2218664.0,472442.0,1790.0,138462.0,107.0,17059.0,124139344.0,26121690.0,0.236504611612852,-0.6697743334148484,4568240690.28315,301.0744780843201,0.36969557787479,408.445411535602,1529177.26748936,1921719.74758898
2016-02-06,1558869924.7962143,231.35562402939289,397124.0,15178125.0,175.946025809632,2114442903.3384144,3008350811.0327063,5695248184.031665,1.2469833435799584,0.022,0.02785609,5.1553927252669e+20,0.391816163417667,1071541.0,2246601.0,474829.0,1789.0,138511.0,107.0,17085.0,124404862.0,24894181.0,0.236498722439739,-0.6772630884742192,4567220735.82892,300.9080987163382,0.363199347558731,408.353334100694,1528122.90394176,1918117.24758898
2016-02-07,1560525233.8365948,231.38427523624128,397300.0,15182525.0,175.986015286461,2114530310.85671,3008388401.2632856,5715137073.903981,1.2508743938599407,0.00812161,0.016,6.18975430320052e+20,0.39808016930789,1090770.0,2284089.0,478889.0,1788.0,139045.0,108.0,17030.0,124677450.0,25213197.0,0.236682509251871,-0.6762298877983538,4568913635.09988,300.93239662703536,0.363564455361895,408.35347300058,1529579.68619036,1916141.40758898
2016-02-08,1561916111.746786,231.29243592486768,397448.0,15186225.0,176.004108049141,2112534629.963992,3006567509.301184,5637384011.605081,1.2339726874870385,0.02651064,0.03236735,6.18975430320052e+20,0.370798827650238,1096465.0,2298330.0,480702.0,1793.0,138929.0,107.0,17041.0,124938994.0,24174800.0,0.236733969656849,-0.6807125128854397,4568483621.04797,300.8307608406941,0.359931077299425,408.310936688788,1529263.60076319,1913164.70758898
2016-02-09,1563554517.0939517,231.0786768318487,397624.0,15190625.0,176.102754610083,2109320589.653469,3003291535.815348,5662493388.631392,1.2399133500513142,0.0268,0.03026905,6.18975430320052e+20,0.382709999834232,1100158.0,2310827.0,481050.0,1786.0,138294.0,109.0,17044.0,125215631.0,24514628.0,0.236862028896059,-0.6793832741655965,4566846052.9093,300.6358232731899,0.360903029204242,408.361119971049,1527261.5801103,1913153.65758898
2016-02-10,1565099234.0705802,231.17750621003924,397788.0,15194725.0,176.194468625742,2110698093.6214457,3004746210.7312098,5758067389.641283,1.2600135954687697,0.04012682,0.0521,6.18975430320052e+20,0.409564695248217,1102895.0,2316224.0,481438.0,1791.0,138310.0,107.0,17106.0,125489974.0,26187992.0,0.236808409066715,-0.6740597394033858,4569845444.80179,300.7520994820104,0.364956315801299,408.257243537492,1524986.75586734,1909834.83758898
2016-02-11,1566906136.7558782,231.15329025752635,397980.0,15199525.0,176.404445804557,2111084346.9680843,3004940752.172992,5747675780.159059,1.2571890353715829,0.03996375,0.03081405,6.18975430320052e+20,0.40819932128752,1117500.0,2345705.0,484056.0,1786.0,138191.0,106.0,17081.0,125769228.0,25837243.0,0.236672114961336,-0.6747507111804183,4571846888.92887,300.78880023743307,0.36357579908432,407.871397449643,1522989.8205688,1906046.84758898
2016-02-12,1568531856.8357282,231.2528939604666,398151.0,15203800.0,176.463047881403,2112292421.6604168,3006169179.648832,5813812964.619745,1.2708618373644334,0.037,0.03599039,6.18975430320052e+20,0.430045371916323,1131572.0,2371904.0,487654.0,1782.0,138603.0,106.0,17078.0,126035926.0,26646733.0,0.236674067173973,-0.671100648185559,4574701036.48456,300.89195046531523,0.366506589060115,406.987424914559,1523052.636731,1902225.48576873
2016-02-13,1570045235.263059,231.3990487728504,398307.0,15207700.0,176.509060244714,2113986247.6317992,3008056440.2281017,5940893580.597248,1.297676198936731,0.02895353,0.0310063,6.18975430320052e+20,0.464257002797032,1141428.0,2393717.0,489710.0,1778.0,138476.0,105.0,17063.0,126274297.0,27607680.0,0.236688992985704,-0.663997626067331,4578101675.49116,301.03839998758264,0.373819197850523,407.114036077786,1523334.14286004,1897943.99576873
2016-02-14,1571699992.3243165,231.7088330993604,398473.0,15211850.0,176.545914305124,2118055338.935328,3012295506.2889333,6184743605.904251,1.3492036821971705,0.01615364,0.0290908,6.18975430320052e+20,0.554276960704568,1147015.0,2406437.0,491139.0,1781.0,138569.0,105.0,17047.0,126500603.0,28391148.0,0.236784210244508,-0.650301495105067,4583995498.61325,301.3437220728084,0.385415082967042,407.364288933538,1523046.92283926,1895311.90576873
2016-02-15,1573228107.9621556,231.8250118520416,398625.0,15215650.0,176.813003793414,2120540327.6105647,3015018156.384845,6068125359.044842,1.322536980239542,0.0499,0.04951598,6.18975430320052e+20,0.513429182822636,1157963.0,2428812.0,493025.0,1781.0,138539.0,107.0,17030.0,126761352.0,27876695.0,0.236822945711816,-0.6569810257609006,4588246264.347,301.5478316303937,0.378458860656727,407.431442012969,1523469.75815134,1891578.23576873
2016-02-16,1574617610.0612607,232.18484833550733,398763.0,15219100.0,177.01270422629,2126187132.5490537,3021103040.599399,6197799523.461104,1.3486023182392817,0.06806961,0.0697856,6.18975430320052e+20,0.553124422632985,1174360.0,2459320.0,496882.0,1780.0,138557.0,106.0,17078.0,127019837.0,28531088.0,0.236924342014687,-0.6497302251876611,4595720650.66066,301.9705929168387,0.384306833736224,408.237613035149,1524897.74432514,1888060.44923066
2016-02-17,1576221567.1493692,232.8114867204095,398918.0,15222975.0,177.174108608099,2135710908.9849608,3030906526.5568504,6315980735.023041,1.3709149401882874,0.0439767,0.04875432,6.18975430320052e+20,0.59250799845479,1185128.0,2480866.0,498774.0,1803.0,138461.0,107.0,17052.0,127310650.0,28639084.0,0.236903229076134,-0.6431420535033372,4607128093.70622,302.64308347784976,0.389893328289895,408.461696052063,1524243.91441468,1884560.95923066
2016-02-18,1577995218.7119706,233.07782488498884,399087.0,15227200.0,177.195695849153,2138950248.9396825,3034301611.47165,6413174280.553875,1.3904513340479343,0.04761904,0.0551,6.18975430320052e+20,0.624834148798178,1191963.0,2498417.0,501096.0,1799.0,138521.0,106.0,17058.0,127579514.0,28944057.0,0.236902076604689,-0.6377510796348209,4612296830.18362,302.89855194544106,0.393861694870107,408.8195426331,1524521.85164433,1880866.38923066
2016-02-19,1579515903.6693108,233.43276673319824,399232.0,15230825.0,177.391534351221,2144453369.811788,3040206921.81718,6403701917.72532,1.3861658284771583,0.055615,0.0438929,7.02191311002898e+20,0.618247412827252,1205611.0,2502992.0,503832.0,1800.0,138396.0,106.0,17045.0,127845786.0,28926928.0,0.236967853401354,-0.6383722166015012,4619722825.48649,303.31402438715503,0.392430487382767,409.695311767242,1525119.74655111,1877529.09923066
2016-02-20,1581129781.8498034,233.86101443994727,399382.0,15234575.0,177.483869722675,2150379567.3311453,3046546600.547706,6621219411.623977,1.430787043970791,0.04168341,0.04767467,7.02191311002898e+20,0.690685545663978,1214593.0,2521199.0,504369.0,1798.0,138050.0,107.0,17035.0,128102564.0,29868301.0,0.237062417572152,-0.6261806775541534,4627676382.39751,303.7614362328788,0.404450177530855,410.258833198999,1526529.03095368,1873849.08923066
2016-02-21,1582531418.4907162,234.107700300824,399510.0,15237775.0,177.543033744977,2153187086.216031,3050007246.9305344,6681344243.16443,1.4422641073751028,0.02362837,0.04568317,7.02191311002898e+20,0.708191476825201,1224828.0,2539127.0,506481.0,1800.0,138004.0,109.0,16991.0,128340101.0,30004193.0,0.237071982719738,-0.6228653798529787,4632538665.42125,304.0167390200505,0.405821683224253,410.920535499404,1525397.66678845,1870684.80469888
2016-02-22,1583917125.2756095,234.37548296832,399637.0,15240950.0,177.642779722419,2156564002.0744243,3054044570.20492,6667747348.419424,1.4376460579475727,0.048743,0.08157619,7.02191311002898e+20,0.702891879011695,1236335.0,2564734.0,509289.0,1801.0,138033.0,109.0,17004.0,128621901.0,29950526.0,0.237162895247848,-0.6237112740124211,4637961695.48053,304.30922583438235,0.404276785652266,411.832843397769,1525911.58362888,1868009.18469888
2016-02-23,1585368240.952942,234.353504735277,399773.0,15244350.0,177.7060768403,2155493856.115078,3053435070.000078,6396685105.807448,1.3789515694066536,0.06690337,0.0673852,7.02191311002898e+20,0.60866505205721,1244946.0,2575916.0,510446.0,1801.0,137890.0,108.0,17025.0,128903598.0,28448157.0,0.237244635045501,-0.6390889573896263,4638803310.95302,304.2965630514269,0.389863243301497,412.314691262314,1526849.68755708,1864623.50469888
