time,Volume,RSI,Put-call Ratio,Detrended Price Oscillator,ratio_mvrv,ratio_nvt,Value_M3,Value_CPI,Value_EFF,Value_SP500,Variation_UStotal,Value_USunem,tran_num,block_size,block_reward,trans_fees,US_bank_idx,balance-10,balance-10k,balance-100,percent-of-supply,unrealized-profit,log_return,HL_sprd,CO_sprd,vol_current,vol_future
2017-08-15,10.147049933974944,75.0456969808508,947.0,1562.1190476190482,3.13120171380124,8.354682324281674,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,310850,148210625,1900.0000000000005,350.45038263,418.52,148067.0,122.0,18380.0,0.342847011509417,0.68219640175628,-0.03558914454485773,-1.9352992905779876,-0.038250847614529154,0.07048342086396056,0.04538572239798679
2017-08-16,9.466813260977965,77.75706235066866,965.0,1723.7123809523814,3.2576819694710144,7.067177471895719,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,274736,125674602,1625.0,347.52500864,416.35,148270.0,121.0,18386.0,0.342719398649838,0.693219132496657,0.05231018231735618,-2.2670588604206476,0.05387497924182739,0.06554024262014183,0.04539180781643985
2017-08-17,9.586938538915906,73.7972287504223,1.07,1559.22380952381,3.1384436979586985,7.168962016010257,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,347140,175184007,2237.4999999999995,365.31634907,408.04,148283.0,121.0,18390.0,0.342731184508847,0.682017425614372,-0.023648931090653136,-2.6153581581701726,-0.019598852817177433,0.0653774077518193,0.04412565608739018
2017-08-18,9.770926737934621,67.42029747441813,1.111,1327.4119047619056,2.983254427545147,7.635465099878302,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,312101,143038117,1862.4999999999995,337.96192313,407.9,148080.0,120.0,18330.0,0.342222427023041,0.666954496673025,-0.0421479443284376,-2.3197064400880993,-0.03766485857194165,0.06576981020750136,0.04409450537517896
2017-08-19,9.618214845306811,67.40430514206793,1.111,1274.166666666668,2.974720243239587,8.387915669168837,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,266681,145934729,1887.5000000000005,265.91179874,407.9,148010.0,119.0,18302.0,0.341662305085374,0.666502368902817,-0.00010976212120183959,-2.6556720104352514,-0.00010975609756093124,0.04864080216024514,0.04292975887917219
2017-08-20,8.738410552227242,65.87594807965905,1.111,1181.97380952381,2.875241582626541,10.593899811501032,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,210722,124988370,1625.0000000000002,208.98199629,407.9,148107.0,119.0,18286.0,0.341221120228647,0.655898930090534,-0.010019413992118587,-3.4727280737804604,-0.008140293597980432,0.04669732459958595,0.042260582810589954
2017-08-21,9.188305026608022,63.18938343562112,988.0,1085.1947619047628,2.820464313735094,8.005143532792662,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,236657,112296005,1437.5,297.96496476,406.37,148150.0,119.0,18298.0,0.341061054041534,0.649398005417635,-0.01768831382457492,-3.4216994349457885,-0.01752311118995523,0.04550561969559064,0.04178657320334344
2017-08-22,10.065723664114985,65.27836609350376,1.023,1136.2433333333342,2.8680630376550504,10.91164912120708,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,196194,88837596,1112.5000000000002,334.18474511,410.97,148329.0,118.0,18308.0,0.340430624783737,0.652628178036157,0.024152244539600076,-2.0247864625676684,0.024448841507607448,0.04538572239798679,0.042381121997382774
2017-08-23,9.614431435281672,65.77446580086195,941.0,1110.6780952380957,2.865855119678941,8.030370338569858,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,315575,156855196,1987.5,541.97068152,410.95,148163.0,119.0,18342.0,0.339858591233491,0.653606099753506,0.005643774622738462,-3.037364780508964,0.007385973516429596,0.04539180781643985,0.04170802012728954
2017-08-24,9.28569775454826,69.65626669964982,1.09,1240.762380952382,2.9747515354826017,12.0279495794296,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,203704,94819766,1262.5,385.99923422,411.97,148331.0,120.0,18335.0,0.339654498129984,0.664187149205138,0.04572858640640476,-2.777591518474949,0.043321089432235685,0.04412565608739018,0.041376417259736425
2017-08-25,9.179840960976108,70.69244810690918,1.001,1222.7714285714292,2.9862171011886978,15.070501176261375,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,208068,93804658,1262.5,425.81587924,412.25,148366.0,120.0,18329.0,0.339367076395678,0.665488576932552,0.012855524350836589,-3.1864591590682827,0.010949684366876945,0.04409450537517896,0.041957916104022136
2017-08-26,8.788695362941034,69.65203316186435,1.001,1124.416666666668,2.956950567861925,13.736990068336942,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,226380,104812906,1312.5000000000002,425.31312205,412.25,148203.0,120.0,18340.0,0.339257552368952,0.662175121945705,-0.005201775725737434,-3.4515707044070667,-0.0034014309468120988,0.04292975887917219,0.043373587759589535
2017-08-27,8.288817087351724,69.74327628865778,1.001,1040.438095238097,2.9447782455807494,15.444097337455178,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,261736,153574312,1937.5,358.8427277,412.25,148153.0,121.0,18352.0,0.339064983210855,0.659929584048171,0.000991805004805002,-3.740560127335151,0.0009922970060322848,0.042260582810589954,0.04318462253998482
2017-08-28,9.064273878898875,70.6774581420839,927.0,1006.0733333333346,2.952864114918438,11.120906234521716,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,223642,126587730,1612.4999999999998,378.17846684,410.79,148354.0,122.0,18340.0,0.339012080915799,0.66142923214968,0.009706798309711218,-2.9436402096853453,0.011566060264532042,0.04178657320334344,0.03791536789230578
2017-08-29,9.382581527707949,74.64006694994802,772.0,1141.9038095238102,3.053318169950316,10.3393807359277,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,280967,148728390,1862.5,461.76014165,408.22,148508.0,121.0,18295.0,0.338807671731129,0.671881331498827,0.0443948817285893,-2.681333448100077,0.044200684150513044,0.042381121997382774,0.03818760606500373
2017-08-30,9.073378535237842,74.3342878085366,834.0,1068.7128571428584,3.0183511409715207,12.949983417742054,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,271298,165206515,2100.0000000000005,388.49753062,409.92,148823.0,121.0,18288.0,0.338344998097728,0.668679414683765,-0.0012281443236368261,-3.3328694736267166,-0.0012273904630450403,0.04170802012728954,0.038040736440421344
2017-08-31,9.095088033085128,77.2151240246745,1.057,1167.0914285714307,3.085174787658765,12.097717828053486,0.0040392980271386,0.1221057212533955,1.16,0.05,0.1225156547781105,4.4,280561,160007570,2037.5,413.21489691,408.68,148999.0,120.0,18316.0,0.338115546675465,0.675974865108852,0.034612252739959715,-3.1715397528305127,0.03522954637394369,0.041376417259736425,0.0380183033085366
2017-09-01,9.640012101257579,80.02513697988256,835.0,1300.640476190477,3.17138944766524,11.88263073571274,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,283496,169107048,2175.0,382.74200641,411.51,148893.0,119.0,18312.0,0.337967166778421,0.685378809189303,0.03882856785265432,-2.9258011423277366,0.03959224884142391,0.041957916104022136,0.03987294050797934
2017-09-02,9.7396615116262,65.16606746451191,835.0,914.3642857142868,2.960946419480228,14.45109718790181,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,236647,132676167,2050.0000000000005,290.49925993,411.51,148688.0,119.0,18346.0,0.337766801186362,0.662584553356715,-0.06761943514997526,-2.236531383023375,-0.06538581102909363,0.043373587759589535,0.0396868498462012
2017-09-03,9.325891100670571,65.3031905221782,835.0,853.8380952380967,2.940130445148416,15.13766844624725,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,195135,117928066,1925.0,239.13526989,411.51,148599.0,120.0,18403.0,0.337550591718405,0.660488639101217,0.001381683788201471,-2.6825988880730223,0.0013826387530164966,0.04318462253998482,0.037931013740262164
2017-09-04,10.129392297446234,53.55048326723827,835.0,452.81761904762106,2.7436341731887777,8.889761700691983,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,269105,162340636,2187.5,325.4016802,411.51,148495.0,120.0,18383.0,0.337552710764801,0.637968930911122,-0.07416441867174584,-2.041192506006108,-0.070960622806103,0.03791536789230578,0.03648594477595843
2017-09-05,9.946749114180628,56.60360070002288,1.168,500.86238095238286,2.787217222040402,2.786075899638051,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,277751,150422428,2462.4999999999995,281.90480312,401.32,148538.0,120.0,18392.0,0.337754425678005,0.643551493093469,0.027561489654926774,-2.229578923222656,0.02661744342713319,0.03818760606500373,0.035304931681968
2017-09-06,9.719210337008024,61.38926473289351,946.0,659.2014285714304,2.881474863102755,8.120331770954293,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,276063,146470000,2025.0,272.59987797,402.12,148748.0,120.0,18386.0,0.337496183764118,0.653108196635661,0.04650305993208015,-2.755547723304497,0.04739640422251433,0.038040736440421344,0.036364468482567684
2017-09-07,9.132903171601596,61.5897949939808,1.13,615.3095238095252,2.8553598870950587,8.771187719315856,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,256198,142567272,2200.0,257.33579475,394.69,148706.0,119.0,18340.0,0.337501423351124,0.650119060964597,0.001995489123036265,-3.1420552373976416,0.0019953059288159085,0.0380183033085366,0.0489803065273071
2017-09-08,10.072947655217055,52.00921818215832,1.082,265.05047619047764,2.6766108169069094,8.997243708048611,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,279313,159807850,2187.5,217.76572461,395.48,148993.0,120.0,18335.0,0.337477385137495,0.630273338432877,-0.06791003434811849,-2.052028527576241,-0.06565547128927411,0.03987294050797934,0.05429144410767053
2017-09-09,9.207775910005632,51.91507426234098,1.082,206.22714285714392,2.6659515936450138,10.552679047786842,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,217721,123663360,2112.5,144.85041627,395.48,149310.0,120.0,18347.0,0.337510947696944,0.629245032691137,-0.0007609573581497386,-2.9941367851074903,-0.004318980637378848,0.0396868498462012,0.05412394433912376
2017-09-10,9.597247959104646,49.488566879253725,1.082,65.14571428571617,2.605190008172135,12.178137519519478,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,193102,108219994,1725.0,143.23841995,395.48,149584.0,121.0,18384.0,0.337563436981168,0.622749896613632,-0.019332899725352348,-2.6046508047632355,-0.02226057504557596,0.037931013740262164,0.053561129955863575
2017-09-11,9.322918333046857,48.924106704532505,932.0,-16.679999999997563,2.5740564890317765,7.755442490945207,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,253318,144307293,2175.0,159.73383041,403.61,149754.0,121.0,18372.0,0.337491486517451,0.619716225767632,-0.0044844879169207985,-2.7797135921188794,-0.004472092016250881,0.03648594477595843,0.057531416208738716
2017-09-12,9.495101008493108,47.84415269876233,841.0,-112.22238095237844,2.5373628841782763,8.269709498477678,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,256042,133712970,2350.0,148.9079562,410.97,149885.0,121.0,18333.0,0.337434565184169,0.616008242596671,-0.008293732287626199,-2.6403667357013876,-0.006270704876765032,0.035304931681968,0.058346187431044715
2017-09-13,10.296757768222825,39.53520999533969,812.0,-454.90904761904585,2.36589087750834,7.150100057059396,0.0032320039745985,0.1516214245265794,1.15,1.93,0.0136109976861303,4.2,263130,135618274,2375.0,133.73148672,413.28,150069.0,119.0,18340.0,0.337283931850233,0.597962293496462,-0.07648010919616866,-2.130471531743658,-0.07319330551958955,0.036364468482567684,0.05825769792600126
