time,Value_M3,Value_CPI,Value_EFF,Value_SP500,Value_USpce,Value_USreal,Variation_UStotal,Value_USunem
2022-07-13,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-14,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-15,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-16,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-17,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-18,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-19,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-20,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-21,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-22,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-23,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-24,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-25,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-26,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-27,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-28,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-29,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-30,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-07-31,0.0016800032910719853,-0.05904605840465049,1.68,9.11,6.39,,0.3725977251928357,3.5
2022-08-01,-0.0020551351183353272,-0.030748233246117418,2.33,-4.24,6.26,,0.22826583186591012,3.7
2022-08-02,-0.0020551351183353272,-0.030748233246117418,2.33,-4.24,6.26,,0.22826583186591012,3.7
2022-08-03,-0.0020551351183353272,-0.030748233246117418,2.33,-4.24,6.26,,0.22826583186591012,3.7
2022-08-04,-0.0020551351183353272,-0.030748233246117418,2.33,-4.24,6.26,,0.22826583186591012,3.7
2022-08-05,-0.0020551351183353272,-0.030748233246117418,2.33,-4.24,6.26,,0.22826583186591012,3.7
