time,open,high,low,close,Upper Bollinger,Lower Bollinger,Upper Donchian,Lower Donchian,Volume,RSI,Put-call Ratio,Detrended Price Oscillator,ratio_mvrv,ratio_nvt,ratio_stf,Value_M3,Value_CPI,Value_EFF,Value_SP500,Value_USpce,Variation_UStotal,Value_USunem,hash_rate,active_addre,tran_sec,tran_num,block_size,rev_all_miners,block_reward,size_tran,trans_fees,US_bank_idx,thermocap-usd,price-usd,block-height,supply-btc,destroyed-cvdd,delta-cap-usd,capitalization,market-cap-usd,ratio-mvrv,created-utxos-btc,spent-utxos-btc,mining-difficulty,z-score,balance-0-1,balance-0-01,balance-1,balance-1k,balance-10,balance-10k,balance-100,number-of-addresses,number-of-utxos,percent-of-supply,price-drawdown,cap-usd,realized-price-usd,unrealized-profit,stock-to-flow,active-3y-5y-btc,active-5y-7y-btc
2016-03-10,412.99,416.9,409.31,416.0,444.9587933179916,400.3252066820097,447.99,382.0,5255.29945293,51.43134434336799,983.0,5.685714285714198,1.3546322106674755,7.0782159430268825,418.784263601399,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.22066789127034e+18,440699,2.182534722222222,188571,104932958,3916.079268160001,3875.000000000005,104897602,41.07926816,285.34,1609721758.781392,235.58362735294097,402096.0,15302425.0,182.316926498497,2185158594.6618147,3089180589.005917,6365284475.093715,1.3546322106674755,0.0319936,0.03307731,6.80439658977675e+20,0.577203359370822,1235547.0,2584939.0,474871.0,1819.0,135509.0,108.0,17039.0,132806111.0,28055775.0,0.242084504520571,-0.6422236182216949,4698902347.78731,307.0691310551961,0.377125644353569,418.784263601399,1514191.6172894,1892071.29679887
2016-03-11,416.0,421.91,415.11,419.13,443.5317447249631,400.20225527503817,447.99,382.0,5950.80704899,53.416354491251134,1.014,5.7528571428569535,1.3658819412408498,7.106702636354595,418.434310707322,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.27001009561416e+18,424425,2.1950925925925926,189656,98291340,4039.76764706,3999.999999999997,98248679,39.76764706,293.25,1611397427.7795908,235.71893549811884,402256.0,15306425.0,182.439890906026,2187016566.7544675,3091256124.93836,6423269563.569572,1.3658819412408498,0.03850757,0.0497,6.80439658977675e+20,0.58929264840842,1235638.0,2595233.0,472259.0,1849.0,135067.0,108.0,17063.0,133026533.0,28351183.0,0.242130574982426,-0.639058773272668,4702653552.71795,307.23395911964747,0.379305169024584,418.434310707322,1515281.37437658,1886955.05179887
2016-03-12,419.14,420.93,406.59,410.9,441.2347045476813,399.7392954523201,440.99,382.0,4640.49424974,47.87568973535711,1.014,-5.300952380952538,1.3347687510344255,9.145693840084398,418.839471685308,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.14038839041428e+18,376513,1.9429282407407409,167869,82663093,3634.40586731,3600.000000000003,82630280,34.40586731,293.25,1612886458.772732,235.7380350501109,402400.0,15310025.0,182.536632254746,2186916325.589513,3091488544.823818,6279252747.948138,1.3347687510344255,0.03815399,0.046,6.80439658977675e+20,0.54528145753751,1237443.0,2604209.0,472218.0,1849.0,135050.0,111.0,17066.0,133223049.0,27271526.0,0.242388518734565,-0.6472344440378776,4704375003.59655,307.2741555677767,0.371996436134535,418.839471685308,1519735.11974037,1883022.10179887
2016-03-13,409.95,417.0,409.67,413.04,438.5114083010865,399.93959169891474,440.99,382.0,3286.86910903,49.34695771887748,1.014,-5.246190476190577,1.3424096990746377,10.167949515058934,419.115241954264,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.02701462407262e+18,426281,1.7322916666666666,149670,84849324,3360.80250793,3325.000000000002,84820105,35.80250793,293.25,1614259721.9057138,235.78864824974627,402533.0,15313350.0,182.689501042143,2187553497.0571814,3092591381.022396,6318522572.670851,1.3424096990746377,0.011229,0.03296761,6.80439658977675e+20,0.555594680894348,1232545.0,2605228.0,469618.0,1853.0,135044.0,111.0,17076.0,133404434.0,27591097.0,0.242503099535439,-0.6451053584868127,4706851102.92811,307.36913235367246,0.373156044253934,419.115241954264,1521994.47681686,1878573.30245423
2016-03-14,412.99,415.22,410.5,414.99,438.3942633407837,399.6457366592175,440.99,382.0,4469.78743496,50.712159281773765,914.0,-5.3109523809525285,1.3497855755306944,7.320400707524376,419.258214478162,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.20393947134234e+18,455848,2.212835648148148,191189,110385509,3841.05698574,3799.999999999995,110340471,41.05698574,291.78,1615831675.1861715,235.8504576354523,402685.0,15317150.0,182.902220428602,2188816580.865299,3094138484.5563087,6357449782.800401,1.3497855755306944,0.035,0.0316478,6.80439658977675e+20,0.565574345454285,1231930.0,2611878.0,468744.0,1851.0,135135.0,110.0,17096.0,133623218.0,27995941.0,0.242367075530694,-0.6430075079242006,4709970159.74248,307.49650945133266,0.37461209457013,419.258214478162,1520256.78851081,1874449.00245423
2016-03-15,414.83,417.43,412.15,415.85,437.9162833916744,399.3307166083268,440.99,382.0,4569.87994632,51.33511257831804,901.0,-5.629047619047753,1.3506391553525576,5.260121567193531,419.089848745923,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.24778788436154e+18,448820,2.3410300925925926,202265,106935867,4067.88754793,4024.999999999998,106894595,42.88754793,291.38,1617503572.4690182,235.92337718977103,402846.0,15321175.0,183.061762175825,2189982246.7287664,3095490349.1014223,6365554129.411637,1.3506391553525576,0.03889734,0.0399,6.80439658977675e+20,0.569432715651569,1234918.0,2625444.0,469844.0,1849.0,135161.0,110.0,17108.0,133851246.0,27998777.0,0.242288847271592,-0.6426463256656632,4712993921.57044,307.6130859134786,0.374423526612693,419.089848745923,1519394.99714218,1870587.77245423
2016-03-16,415.84,416.82,413.15,416.57,437.4545512825935,399.0984487174079,440.99,382.0,4095.01566317,51.88342630584943,891.0,-5.330000000000155,1.3525225168981356,1.1693907860416028,418.848329314013,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.20707282765285e+18,446553,2.451851851851852,211840,101669812,3847.99646002,3799.999999999995,101636074,47.99646002,288.55,1619081121.541638,236.02299699909463,402998.0,15324975.0,183.20125248014,2191379649.579639,3097172921.7754025,6378839788.998173,1.3525225168981356,0.07000963,0.07140137,6.80439658977675e+20,0.572490723334917,1240668.0,2642691.0,469456.0,1860.0,135044.0,109.0,17153.0,134095991.0,28210461.0,0.242398501812624,-0.6419892813529398,4716254043.31704,307.74954238535724,0.37443400045173,418.848329314013,1521713.81786177,1865270.10245423
2016-03-17,416.52,419.0,415.66,418.49,435.720455731281,399.4815442687204,440.99,382.0,3704.16067256,53.39153152894214,675.0,-3.468571428571579,1.3591028434312271,2.0009173401077534,419.502482087988,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.10044149699894e+18,477259,2.409467592592593,208178,105293428,3571.3281608199995,3524.9999999999964,105261191,46.32816082,290.17,1620554672.594986,236.16993834623173,403139.0,15328500.0,183.329268315796,2193353682.594412,3099551837.240004,6415110178.8149805,1.3591028434312271,0.03983065,0.051186,6.80439658977675e+20,0.58380441616168,1241738.0,2650628.0,469631.0,1854.0,135055.0,109.0,17170.0,134336978.0,28303708.0,0.242520580064647,-0.6400364128212417,4720106509.83499,307.930098172358,0.375476662062724,419.502482087988,1523878.72906678,1861030.92245423
2016-03-18,418.47,418.49,403.34,407.91,433.92016006672543,398.9658399332759,440.99,382.0,6391.24659489,45.0182664634587,769.0,-14.750000000000114,1.3289745050079746,3.13812863948307,419.8627208937,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.10215542426868e+18,437534,2.382939814814814,205886,100585430,3442.894972,3399.9999999999973,100550575,42.894972,295.91,1621957951.2168329,236.15763137818104,403275.0,15331900.0,183.436420982521,2192802094.1420608,3099405763.205427,6274572005.336936,1.3289745050079746,0.04496971,0.05926706,7.10803494424286e+20,0.538314156854413,1243481.0,2665114.0,468972.0,1865.0,134941.0,110.0,17176.0,134571116.0,26812916.0,0.242657466512037,-0.6480003439659691,4721363714.42226,307.9438109055147,0.36836985608232,419.8627208937,1526412.78058959,1856820.17022639
2016-03-19,407.5,409.95,404.1,409.04,431.5853072355832,399.036692764418,440.99,382.0,2872.32184745,45.99247998980853,769.0,-13.821904761904818,1.3302742232368765,7.702543290471755,420.197488410865,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.12571063699959e+18,423208,2.0525694444444444,177342,87052395,3434.3548702300004,3399.9999999999977,87021729,34.35487023,295.91,1623344763.5959945,236.1213452689024,403411.0,15335300.0,183.496232623437,2191597044.984902,3098624298.2468257,6281513725.891519,1.3302742232368765,0.02133997,0.04113682,7.10803494424286e+20,0.53962196026981,1246060.0,2677124.0,469859.0,1864.0,135078.0,110.0,17160.0,134777277.0,26971205.0,0.243258870690905,-0.6476890461117858,4721969061.84282,307.9150105862174,0.36839333660761,420.197488410865,1535754.27947992,1856326.42022639
2016-03-20,408.36,412.0,406.6,411.28,427.6417493692943,400.5852506307071,437.5,382.0,2579.00212762,47.96090869257148,769.0,-11.460952380952564,1.3368469926771005,9.455787440581952,420.685718394142,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.18540321871868e+18,437331,2.060150462962963,177997,96462698,3683.7466705900006,3649.999999999999,96426831,33.74667059,295.91,1624844356.6815147,236.15095858162664,403557.0,15338950.0,183.527388920373,2191275478.697827,3098627722.976365,6314559444.684886,1.3368469926771005,0.01628562,0.024,7.10803494424286e+20,0.549052584929545,1248032.0,2689020.0,470178.0,1860.0,135246.0,110.0,17171.0,134985097.0,27136065.0,0.243388211639118,-0.6459198881461621,4723472079.65788,307.939727273241,0.369358872614957,420.685718394142,1536712.20869553,1853390.34022639
2016-03-21,410.62,411.96,406.5,411.67,423.6670981117605,402.4769018882408,434.5,382.0,3546.2789106,48.31412326553421,872.0,-10.82428571428585,1.3365221973707582,8.86532899658413,421.105645224697,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.14792245526869e+18,437483,2.301701388888889,198867,104844751,3516.13390235,3474.999999999997,104809189,41.13390235,296.32,1626266935.5030096,236.1971502833168,403696.0,15342425.0,183.814926651124,2192705839.9956822,3100459687.8392506,6317375053.000261,1.3365221973707582,0.03051426,0.03443844,7.10803494424286e+20,0.546038291835348,1251291.0,2698062.0,470508.0,1858.0,135349.0,110.0,17180.0,135208268.0,27410825.0,0.243870410575671,-0.6458422403748907,4726726623.34226,308.08210718594097,0.369210008581116,421.105645224697,1544667.9927786,1848678.43119791
2016-03-22,411.15,416.99,410.35,416.64,422.3646661979834,403.0983338020179,424.47,382.0,3950.15519468,52.71842726928125,1.06,-5.834761904762047,1.350983501114304,8.03884238078597,421.393432765459,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.20889115471891e+18,464578,2.3733796296296297,205060,105679040,3742.63768215,3699.999999999997,105645439,42.63768215,295.18,1627803817.9390545,236.3941024740265,403844.0,15346125.0,183.98741766955,2195778608.267517,3103854133.907466,6392391825.8609495,1.350983501114304,0.025,0.04235781,7.10803494424286e+20,0.571446627344139,1254357.0,2710497.0,471393.0,1848.0,135392.0,111.0,17209.0,135444019.0,28594888.0,0.244075042201327,-0.6417231347688401,4731657951.84652,308.3291679069811,0.37261829087465,421.393432765459,1546417.58531825,1846571.46168367
2016-03-23,416.39,419.0,413.44,417.62,421.8759256301032,403.3200743698982,423.9,382.0,4946.39651099,53.55878337431517,1.027,-3.72476190476209,1.3537410943840886,9.040552455683937,422.380938804277,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.22359767860366e+18,432354,2.1604050925925926,186659,100544232,3763.35156743,3724.999999999996,100510316,38.35156743,291.98,1629356691.5646894,236.50655808492303,403993.0,15349850.0,184.010781089529,2196660690.488917,3105048185.5923405,6409158439.6599245,1.3537410943840886,0.03118622,0.031,7.10803494424286e+20,0.576144038700712,1254365.0,2720618.0,470075.0,1843.0,135072.0,112.0,17155.0,135665331.0,28673900.0,0.244208609366683,-0.6408705821634689,4734404877.15703,308.4332991629905,0.373158432555348,422.380938804277,1549075.36080359,1842473.10168367
2016-03-24,417.62,418.15,412.85,415.17,422.04887281324494,403.86312718675646,421.91,382.0,2776.60883211,51.11294882966045,1.051,-4.962380952381068,1.337490018124878,7.79882179206643,423.132788228189,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.20182783359255e+18,428031,2.1984606481481483,189947,99095640,3713.50255692,3674.999999999999,99062922,38.50255692,289.78,1630885044.222508,236.6121770778376,404140.0,15353525.0,184.085814095349,2197773758.3741684,3106460816.418592,6336152801.012681,1.337490018124878,0.04369198,0.0503,7.10803494424286e+20,0.54989939317277,1249984.0,2720768.0,467295.0,1843.0,134231.0,113.0,16952.0,135880901.0,27553089.0,0.244582035096929,-0.6450463461488162,4737345860.6411,308.5510239922819,0.36957172288526,423.132788228189,1555419.58872799,1838109.74168368
2016-03-25,415.17,416.92,412.0,415.7,420.6204023423342,406.8785976576672,421.91,393.11,2588.7827232,51.62757128596,1.051,-3.3238095238097003,1.348552933507342,8.439696620069736,423.546281832607,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.19997352295764e+18,399982,1.9926273148148148,172163,91106258,3682.7033762,3649.999999999999,91068337,32.7033762,289.78,1632399864.226426,236.757100047773,404286.0,15357175.0,184.256233933402,2200031486.3195987,3109057757.300144,6394106584.610401,1.348552933507342,0.0298,0.03222584,7.10803494424286e+20,0.568298852900494,1251288.0,2730618.0,466925.0,1838.0,134177.0,115.0,16939.0,136081595.0,28419045.0,0.244886416480619,-0.6418848883355299,4741457621.52657,308.7454314694317,0.371097132627903,423.546281832607,1560674.15133216,1834222.34168368
2016-03-26,415.6,416.99,414.0,416.96,420.3531950683577,408.218804931644,421.91,403.03,1253.0063756,52.897041274684256,1.051,-1.909047619047726,1.3496935203271234,11.779844730336116,424.392984428325,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.28622545471326e+18,457003,1.839074074074074,158896,95670050,3860.8323759,3824.999999999996,95636102,35.8323759,289.78,1633992262.2596736,236.88762861176028,404439.0,15361000.0,184.3687086757,2201759803.1202683,3111050852.899776,6404353946.203538,1.3496935203271234,0.01913848,0.06228768,7.10803494424286e+20,0.569379993350408,1177923.0,2663551.0,446963.0,1847.0,134171.0,117.0,16919.0,136260917.0,28626291.0,0.245099745936719,-0.641400279901035,4745043115.15945,308.9019670047165,0.371168565273255,424.392984428325,1564515.70565035,1829044.43168368
2016-03-27,416.96,416.99,416.06,416.64,420.5684930090747,408.2665069909268,421.91,403.34,21.38049179,52.52006508782443,1.051,-1.885714285714414,1.375151136134885,9.825932507720497,424.925210250445,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.14890172081785e+18,425275,1.8532986111111112,160125,88753379,3556.75097348,3524.9999999999973,88721353,31.75097348,289.78,1635471820.2592683,237.0540504522229,404580.0,15364525.0,184.40293514528,2203441366.4130173,3113168675.136852,6530098372.340097,1.375151136134885,0.016474,0.039,7.10803494424286e+20,0.612067646020855,1152080.0,2640927.0,446746.0,1847.0,134038.0,121.0,16929.0,136435986.0,29818850.0,0.24536667352456,-0.6344433448585183,4748640495.39612,309.0652327615803,0.377850100016054,424.925210250445,1569116.23785134,1824859.09168368
2016-03-28,424.62,424.77,420.32,422.87,422.0065655476355,407.9404344523661,424.77,403.34,3283.7914645,58.69222402519514,0.74,4.583333333333144,1.36656283848179,8.968684844162008,424.905243519463,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.38046901228255e+18,516144,2.267476851851852,195910,114670594,4296.15226717,4250.0000000000055,114632458,46.15473942,289.14,1637268825.6281164,237.2594543995367,404750.0,15368775.0,184.529912470655,2206469895.4202485,3116297820.485053,6496047528.824776,1.36656283848179,0.03169322,0.07507114,7.10803494424286e+20,0.598766348541007,1076951.0,2570728.0,447095.0,1845.0,134000.0,122.0,17002.0,136648010.0,29458374.0,0.245713425882545,-0.6364500821808831,4753566646.11317,309.30029531391864,0.375334159569942,424.905243519463,1574778.23518441,1821219.06168368
2016-03-29,422.87,424.37,407.22,415.95,422.1058948451493,408.1361051548522,424.77,403.34,5947.26732848,50.79380036626215,969.0,-1.1895238095240188,1.34511429925395,9.36379322880283,424.905019626449,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.29126340628313e+18,668511,2.2830092592592592,197252,131322550,3982.79052183,3924.999999999997,131277268,57.79052183,286.84,1638910284.2112632,237.30360537876405,404907.0,15372700.0,184.607388012214,2206696519.476065,3116731178.268147,6396881333.306022,1.34511429925395,0.02607184,0.04391,7.10803494424286e+20,0.56384541692715,1035364.0,2374489.0,448467.0,1868.0,134227.0,122.0,17090.0,136867350.0,27732245.0,0.246706185433867,-0.6420913027838315,4755641462.47941,309.3562915089353,0.36921546163584,424.905019626449,1590377.58513561,1817195.53168368
2016-03-30,415.43,415.93,408.59,413.74,422.00546982825057,408.0105301717511,424.77,403.34,4824.85455184,48.54685841952873,1.123,-2.3504761904763427,1.3351010421442917,9.337668298825609,425.348275292161,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.21789535026191e+18,480360,2.325011574074074,200881,110089356,3720.75345212,3675.000000000004,110056846,45.75345212,289.47,1640428314.36854,237.3212372659764,405054.0,15376375.0,184.726299391472,2206728434.961024,3117069821.64592,6351740719.39243,1.3351010421442917,0.04608165,0.0299,7.10803494424286e+20,0.544674738969459,1037530.0,2337583.0,448721.0,1873.0,134464.0,122.0,17100.0,137092713.0,27045771.0,0.247219331814414,-0.6447018802417191,4757498136.01446,309.40310287791885,0.366962652635074,425.348275292161,1598109.09154427,1813711.00168368
2016-03-31,413.68,416.99,411.4,414.66,421.5217708864592,408.0472291135424,424.77,403.34,3767.79239361,49.54742211913164,1.151,-0.4590476190477943,1.3424095845698112,9.09227392573481,425.865029592112,0.0047780568148463,836.6264492041659,0.36,6.6,0.63,0.167026237038068,5.0,1.01771991580869e+18,419561,2.388333333333333,206352,104803821,3145.74989907,3100.000000000001,104774761,45.74989907,287.77,1641715422.644464,237.42554032443303,405178.0,15379475.0,184.898393926205,2208258968.878162,3119155102.693876,6391038224.1101,1.3424095845698112,0.0498,0.0488245,7.10803494424286e+20,0.561274138972,1040648.0,2340804.0,449664.0,1872.0,134568.0,122.0,17115.0,137312861.0,27689275.0,0.247541581659609,-0.6425757503593692,4760870525.33834,309.56001588730044,0.368145583022397,425.865029592112,1583465.49491082,1829627.01168368
